path,label,features_pca_array
s3://p8-data-bastien/Test/Peach/34_100.jpg,Peach,"[  2.71965448  -7.0820964    1.53537965   2.94417474 -12.13875044
   1.86576219   1.35966454  -1.12283079   8.52152046  -0.89029685
  -0.02996663  -0.4423113   -3.31109978   1.31754147 -10.86531258
  -3.24119435   2.7158307   -5.04889861  -1.95354936   1.18801598
   6.17681831  -2.38111153   0.03580982   0.07470513  -5.5864705
   1.13675588   2.16367738  -0.25889849   0.31269945   2.58342721
  -0.18909489  -2.83676042   2.49503662  -0.56805814  -0.5791005
  -6.73465639  -0.32294374  -2.30651335   0.40985542   2.79761958
   2.74101367  -1.56599868  -0.5920385    5.12927311   4.00760236
  -0.03348875   0.29480407  -3.67831148  -1.56598438   1.83815483
  -2.95822981  -4.56679022   0.25352324  -2.82303377   2.07230477
   0.49918083   1.48693087   1.19262287   0.0955303    5.40268668
   0.46443465   0.87096659  -1.77255746  -0.81536499   1.44167711
  -6.63554162   1.6567285    0.46324928  -0.19169382   0.16641153
   1.39606092   1.12862602  -1.58981244  -1.33172053  -0.99321713
   1.2715491    1.03516609  -1.078268    -1.42263929  -2.37181674
   0.27618409  -0.09304004  -3.21903452   0.49240026  -1.17883804
  -1.36566615  -0.68954241   0.29358967   1.19054031   1.4836124
   2.60522501   0.29035     -0.64661869  -0.32339107   0.5533369
   1.12740482   0.80212625  -2.17221247  -0.88928096   1.43738447
  -1.33492899  -0.97110974   0.39923309   0.68970036  -0.81084744
   0.24268357  -0.66977948  -0.49598338  -1.1325606    1.393102
   0.23160731  -1.26371051   0.61146702   2.34561222  -0.2276092
   0.72300171  -1.21803732  -0.38910562   1.17488726   0.23297679
   0.48339612   1.08739474   2.19684484   0.19123606  -0.63346104
   0.26567275]"
s3://p8-data-bastien/Test/Lemon/51_100.jpg,Lemon,"[ 7.05651309e+00 -9.83405224e+00 -2.00013022e+00  5.27154460e+00
  1.01078903e+01 -5.93539819e-01  4.72217470e-02 -2.88608612e+00
  4.85096476e+00 -5.73835835e+00 -1.14496466e-01 -1.54561450e+00
  1.11859619e+00 -1.24295886e+00 -9.15854406e-01  2.07607104e+00
  2.01183818e+00  7.63918916e-01  2.08190314e+00 -7.26256570e+00
 -2.41420199e+00  1.74152407e+00  1.23152586e+00 -1.55058336e-01
  3.01554775e+00 -2.58593692e+00  2.95437618e+00 -3.64391355e+00
  3.18912642e-01  3.69377949e-02  4.14760438e-01 -1.10075233e+00
  2.22703038e+00  7.54381253e-01 -5.68620769e-01 -2.22022551e+00
  2.63502059e+00 -1.37012543e+00  8.19449776e-01 -4.11672350e-01
  9.95952941e-03  3.64086508e-01  1.08766028e+00 -1.09746339e+00
  3.85104452e-01  2.34105716e-01  1.14763266e+00 -1.43345734e+00
  1.03419164e+00  1.29924243e+00 -1.43756934e-01  1.70132679e-01
 -1.84030111e+00  9.41790474e-01  8.75611801e-01  2.39574436e-01
  4.98536814e-02  1.10581524e+00  6.11635091e-01  1.03930985e-01
  3.30965947e-01 -1.27350069e+00  1.57667963e+00 -2.28573788e-01
 -4.22769144e-01 -4.46286907e-01  5.56776419e-01 -1.35666462e-01
  1.44929932e-01  2.66493288e-01  6.02878303e-03 -5.99828443e-02
 -1.46754421e+00  5.28891767e-01  4.68484292e-01  2.64944445e-01
 -1.18672255e-01  4.45535400e-01  1.19651945e+00  3.83257443e-01
  1.17822603e+00  1.20648859e+00 -7.42405394e-02 -1.66689278e+00
  4.44903095e-02  3.25310634e-01 -1.47496455e+00  9.70744852e-01
  8.86766496e-02  1.27781519e+00 -9.90661020e-01 -1.39503589e-01
 -1.40492438e-01 -5.74608397e-01  7.33862453e-02 -1.21233561e+00
 -2.74071271e-01 -1.30472918e+00  3.12882850e-01  7.89996435e-01
 -1.86716581e-01  2.87338169e+00 -1.04696245e+00 -1.00848319e+00
 -2.47009646e-01 -2.71959817e-01  6.18467528e-01  6.03468120e-01
 -2.19073461e-01 -3.31589249e-01 -1.36665774e+00  5.64047421e-01
 -1.10795695e+00 -3.71503810e-01 -6.79571052e-01 -1.05881686e-01
 -1.63398923e+00 -1.79397004e-01 -3.83398359e-01 -1.03186837e+00
  2.93979273e-02  1.45696693e+00  1.96858030e-02  3.89855769e-01
  6.44298975e-01  3.10688884e-01]"
s3://p8-data-bastien/Test/Mango/r_250_100.jpg,Mango,"[  5.51047292  -2.72736275 -10.84760038  -7.05682009  -2.89584188
   1.74938115  -4.52949949  -3.00892886  -4.03088879  -2.72800709
  -0.25839152  -1.58943022   5.8029147   -1.84564181  -0.29029828
   2.64587178  -4.65662327   0.59830631   4.51561488   2.37928176
  -1.02489421  -0.0587719    2.36032283   0.53662301  -0.09565172
   3.07008742   0.30281502   1.12252976  -1.0736096   -1.02897322
  -3.05617677  -0.0565456    0.87307645   0.73266505  -1.19257192
  -0.8121336   -0.48352311   2.96161255   1.40932613  -2.6402755
   0.59291403   2.45013151  -3.10862924   4.71242774   0.82122463
   0.97468674   3.4726959   -3.33204601   2.43295659   0.13779806
  -2.24032755   1.44129838  -2.70773269   2.54640084  -0.92874874
   0.91174417  -0.24412537  -0.62946856   0.48645576   0.07879364
   0.39453928   0.29059166   0.22388788  -0.38421928  -1.12718342
   1.6820447   -1.03744063   1.30778482   0.03679602   2.02993302
   2.78284333  -0.10652489   1.54634989   1.49659087  -1.18142558
   0.45950983   0.2662562    1.10812508  -1.6314556    0.06548645
  -0.59611106  -0.52172618   0.08213635  -1.91595678  -0.74596481
   0.62252283  -1.21177387  -1.21750985  -2.22900812  -0.37651489
   0.32127719   0.49139056  -2.69156209  -1.24211684  -1.40679899
   3.54147957   0.57298234  -1.60828868  -0.28728014  -0.65115054
  -1.28403058  -0.10533273   1.58919489  -1.0939535   -0.99398437
   0.70738237  -0.36963104  -0.11244806   2.0066999   -0.28112473
  -0.64784535   1.09603325   1.29101478   1.14178538  -2.04257745
  -0.2901353   -0.12615704   0.09818499  -0.52297654   1.58452504
  -0.74927138   1.08204266   0.62874634  -1.37210443   0.93645243
  -1.05062702]"
s3://p8-data-bastien/Test/Lemon/r_186_100.jpg,Lemon,"[ 3.09773808e+00 -1.05248736e+01 -9.27468908e-02  4.22241048e+00
  7.61656402e+00 -1.36363110e+00  2.98535182e+00  6.29312411e-01
  1.33700688e+00 -9.85357182e-01 -4.45638413e-01 -3.17190539e+00
  2.58522407e+00  3.97042193e-01  2.38567552e+00 -6.63477246e+00
  4.64866703e-01  4.28764920e+00  5.43104596e+00  4.57183911e-02
  3.26273712e-02 -1.58901671e+00  8.30283516e-01  5.98232601e+00
 -4.04651485e+00 -1.58332384e+00  1.98472971e+00  9.36703014e-01
  1.32532058e+00  6.09353677e-01  1.77352049e+00  2.16988131e+00
 -7.26854375e-01 -4.42357818e+00  2.31770445e+00  1.77693767e+00
 -2.09736832e+00  4.20177096e-02 -1.20572319e+00  4.84115139e-01
 -5.48176885e-01  4.48216858e+00  1.89155261e+00 -2.19306457e+00
 -2.84928568e+00  1.78362432e+00  1.90423751e+00 -7.41317950e-01
  6.53794347e-01 -1.81279067e-03 -8.13117927e-01 -1.87719279e+00
 -1.32313165e+00  5.61661693e-01  2.15605921e+00 -6.57211495e-02
  1.64532628e+00 -1.14639680e+00  6.73383871e-01 -1.15315330e+00
 -3.03819915e+00 -6.75700767e-01  6.85150310e-01 -1.12463223e+00
 -1.48467501e+00  3.20918960e-01  1.23216297e+00  2.61999955e-01
  1.21976452e+00  2.12474595e-01  1.05050170e+00  1.21366479e+00
 -2.09022642e-01  3.66852328e-01 -1.82196321e-01  3.31438999e-01
 -7.59636241e-01  1.00652835e+00  4.50171648e-01 -3.25982288e-01
  4.54907624e-01  7.83397840e-01 -8.15689632e-02 -2.19696456e-01
 -5.14592014e-02 -1.27914527e-01 -3.86718953e-01 -6.31895537e-01
 -1.05798178e+00  7.14697940e-01  4.30848148e-01  9.84979608e-01
 -9.46529297e-01 -5.49817854e-01 -1.76151056e-01  1.37912255e+00
  2.25041331e-01  8.55798093e-01  1.23311224e-01  3.54515073e-01
 -6.99814159e-01 -1.26797200e+00 -4.10618844e-01  2.02860373e-01
  5.30020706e-01  3.22300796e-01  8.30358816e-01  1.12944617e+00
 -1.02455478e-02  5.13214387e-02 -3.46319372e-01 -1.14165343e+00
 -7.99457555e-01 -6.69724844e-01 -1.21534652e+00 -8.92210944e-01
 -4.33662326e-01 -1.00314648e+00 -2.15711768e-01 -5.56578969e-01
 -2.82346056e-01  5.11742658e-01 -2.33705316e+00  3.94136088e-01
 -5.48919792e-01 -8.24798682e-02]"
s3://p8-data-bastien/Test/Grape White 3/155_100.jpg,Grape White 3,"[-0.11483689 -4.70095025 -8.06835683 -2.06334034 10.67585653 -1.83710541
  8.23569044  0.22941599  8.88206179  9.63040827 -0.10579772 -1.2934887
  0.07655817  5.14260818  2.99698437  2.51939432 -4.29242693  0.58260277
 -0.72953668  2.49294073 -0.28040686  0.44747685 -2.12989868 -1.81404736
  1.99240538 -0.6052076  -1.10918381  0.28720144  1.04311687  0.11252184
  2.75625012  2.16118303 -0.6941675   0.89066626  0.55326698  3.20361954
  3.52136785 -3.46754321  1.08276311  3.20124046  0.22895842 -2.69573154
 -1.48841907  2.47688605  0.63744922 -1.19878196  2.91784138 -2.76058077
 -0.91918693  2.2293316  -0.89316127 -2.64311118  1.46961136  0.49686096
  0.56477063 -0.48307375 -0.78614469 -2.87084839  1.53684494 -1.88928665
  0.94228525  0.45682765 -1.83988232  3.40785368 -0.26919783 -2.03171955
  2.59895245 -1.71023143 -2.88438101  0.60296426 -1.30335805 -3.06168371
 -0.1763703   1.67125914  1.11950185 -1.64235758  0.61682995 -1.7542478
 -0.43331333  0.68203085  0.17253037 -1.30282809  0.53149253  1.24007361
 -0.30214196 -0.0699152   0.84302043 -0.61650012 -0.77402988 -1.01141203
 -1.50237299  0.48832666 -0.43098581  0.77600457  0.19733696  0.42391691
 -1.39738365  2.65357178  1.75640301  0.45167057  0.5167866   0.14463139
  0.32131467 -1.19055048 -0.54532918  2.01575021 -0.83750571  0.6072486
  1.25868565 -0.64156789  0.20404604 -0.04139134  1.32486056 -1.44924777
 -1.86249929 -0.27873729  0.47394892 -0.24937076  1.71925295 -0.09330124
 -0.5938566  -0.81297933 -0.788292   -1.90587276  0.26347674  1.76900244]"
s3://p8-data-bastien/Test/Banana Red/240_100.jpg,Banana Red,"[-2.52765595e+01  7.14178802e+00 -1.47515447e+00  2.82824440e+00
 -3.92325659e-01 -5.45393429e+00  1.65464114e+01  2.62403462e+01
  4.46587980e+00 -1.09833399e+01  2.53353557e+00  1.87937906e+01
  9.13745723e+00 -2.50393277e+00  4.33021460e+00  1.03590800e+01
  1.96990321e+00  5.20856550e+00  3.17693162e+00  2.85224502e+00
  4.77175973e+00  1.33890035e+00  7.38576641e-01  1.42160313e+00
 -4.57028119e+00  1.32732995e+00  5.08134281e+00 -1.86408482e+00
  1.25782919e-01 -8.08575467e-02 -1.67287970e+00  1.51684203e+00
 -3.24827798e-01  9.48412817e-01 -2.95987519e+00  4.25566134e-01
 -2.09023888e+00  3.16987229e-01 -7.54763496e-01  4.55009435e+00
 -6.97266565e+00 -6.05905323e+00  9.85004773e-01  3.08997883e+00
 -4.23678962e-01 -8.52702036e-01  6.64807779e-01  5.14108252e-02
 -2.42870517e-02  5.35062905e-01  2.81762367e+00 -4.27023202e-01
 -4.64879953e+00  1.02262143e+00  5.37852430e-01  1.22875718e+00
 -2.24913462e+00  2.74906230e+00  1.34738104e-01  6.83672431e-01
 -1.59441863e+00 -2.65165627e+00 -5.93769041e-01  1.06728991e+00
  1.87472346e-01  2.36595288e+00 -3.17989157e-01 -1.28173199e+00
  2.66937933e+00  3.76907892e-01  2.12353245e+00  8.61774544e-01
 -4.83462299e+00  9.19660549e-01 -3.02855766e+00  1.57603117e+00
  7.45229637e-01 -3.27475059e+00  2.94356477e-01 -8.67712461e-01
  5.93626683e-01 -3.20023658e+00  1.13517486e+00 -1.42577450e+00
  5.54380603e+00 -5.94424014e-02 -2.82206516e+00 -1.77694990e+00
  2.71664466e+00 -1.90656239e+00 -3.02995101e+00 -4.39386944e+00
 -8.86513898e-01  4.26054107e+00 -2.08843317e+00  1.64963698e-01
  3.06146578e-01  2.97507951e+00  2.02519730e+00  4.28134650e-01
 -3.72785326e-01 -1.39482597e+00 -1.19554152e+00 -8.29866274e-01
 -1.38363268e+00  1.02118300e-01  2.17666289e+00 -3.71345499e-01
 -1.23854542e-01  2.14395122e+00  2.37908917e+00  1.40301717e-01
  8.96039174e-01  2.04644310e-01 -5.55770287e-01  5.48943503e-02
  1.55538232e+00 -2.20160847e+00 -5.31501829e-01 -1.90430545e-02
 -1.51555604e+00 -6.31824014e-01  2.63056459e+00 -6.71921702e-01
 -1.00327811e-01 -5.58513078e-01]"
s3://p8-data-bastien/Test/Peach/r_6_100.jpg,Peach,"[ 6.59086368e+00 -4.85558064e+00  3.61346772e+00  3.91600293e+00
 -7.41254316e+00  7.91675129e-01  3.06130825e+00 -7.76076098e-01
  2.18929701e+00  6.32756137e-01  7.92991964e-01  6.76633711e-01
 -6.44198309e-02 -7.17118393e-02 -3.80115567e+00  4.29048529e-01
  3.87586710e-01 -4.82908177e+00 -1.79334002e+00  1.10491661e+00
  1.14726385e+00  6.34532438e-01  2.10136616e+00  5.95455992e-01
 -2.92522868e-01 -3.04234037e+00 -5.82464292e-01  1.08360949e+00
  1.26840326e+00 -2.00120763e+00  1.74868014e+00  3.27932164e-01
 -9.33665969e-01 -1.31952377e+00 -3.27168527e-01  1.98153564e+00
  2.14784368e+00 -1.58370974e+00  8.81815896e-01 -3.31047063e-01
 -1.46630726e+00  1.75002618e+00  3.49419874e-01 -1.97297890e+00
 -1.43645411e+00  5.33474293e-01  1.03768748e+00 -1.51591108e+00
  2.23095156e-01  1.73080450e+00  7.83865763e-01  2.53903004e+00
 -5.95265862e-01  1.22305193e+00 -1.24764622e+00 -3.53490512e-01
  5.66300243e-01 -1.82815580e-01 -8.45396895e-01 -1.38087798e+00
  2.80012094e-01 -3.23157822e-01 -1.79911758e+00 -1.44076654e+00
 -1.05219209e+00  2.26572041e+00 -2.40980037e+00  2.24443406e-01
 -8.38146258e-01  8.77178043e-01  5.95410135e-02  4.40942934e-01
  4.20980290e-01  4.47362529e-02 -1.23182608e+00  4.21190906e-01
 -9.76609649e-01  1.51227766e+00 -4.52444059e-02 -3.96206334e-01
  2.47910361e+00 -1.12750125e+00  1.17171375e+00  1.48842772e+00
 -1.06800467e+00  1.30780343e+00 -2.16726522e-01  9.04373185e-01
 -2.52766291e-01 -7.52706596e-01  5.19870566e-01 -7.61825366e-01
 -3.77987349e-01  3.84817208e-01  1.42801023e+00 -1.82281096e+00
  1.46414136e+00  2.61544239e-01  2.57775693e+00 -9.60147298e-02
  5.41226612e-01 -3.06397343e-01  6.85240851e-03  2.08911805e+00
  6.87707351e-02  6.56191642e-01 -7.32035318e-01 -7.30564163e-01
 -1.05244792e+00  3.80043539e-01  1.36955160e+00 -1.75654559e+00
 -1.00441465e+00  1.27930251e+00  1.57763440e-01  8.05572370e-01
 -2.23947635e+00  5.12794740e-01  6.56568074e-01 -1.41893515e+00
 -3.93147045e-01  5.82667404e-01  1.06140454e+00  1.33710744e+00
 -4.35520989e-01 -1.80697985e-01]"
s3://p8-data-bastien/Test/Pear Abate/r_15_100.jpg,Pear Abate,"[-3.25537595e+01 -4.26849356e+00  1.15797164e+01 -3.99738545e+00
  3.97477934e+00  3.85894924e+01 -1.03915850e+01 -5.11497590e+00
  4.29983351e+00  8.41464460e+00 -6.89202499e+00  4.91374720e+00
  5.39119658e+00  3.98233291e+00  1.07659377e+00  6.05402309e+00
  1.26322304e+00  1.91721217e+00 -1.88517440e+00  1.33189925e-01
 -1.43176048e+00 -8.10818458e-01  2.87766270e-01  1.66694355e+00
 -1.60699660e+00 -1.35516527e+00  1.11793150e+00  1.71488526e+00
 -2.41042520e-01 -2.72030022e-01 -5.67127297e-01 -1.99204195e+00
 -1.74598274e+00 -1.92189261e+00  1.27229025e+00  3.87810750e-01
  6.60383683e-01  1.00666018e+00 -7.70456419e-01  2.88158776e-01
  5.80782870e-01  1.29170545e-01  5.20384928e-01 -1.10324370e+00
  1.23640443e+00 -2.06990672e+00 -1.32680264e+00 -1.37866582e+00
 -2.93079820e-01 -8.53835425e-01  4.40918437e-01  1.11390637e+00
 -2.59341013e+00  1.10468249e-01  1.36216401e+00  7.20152469e-01
  4.57749466e-01 -1.84839943e+00  1.71663269e+00 -9.21595777e-01
 -1.28146831e+00  1.74932603e+00  6.42321264e-01  1.88456883e+00
 -1.20271004e+00  1.91413678e+00 -2.41165522e-01  3.74529157e-01
  1.88252395e-01 -3.75468507e+00  2.86242187e+00 -1.09314548e+00
 -1.87466577e+00 -2.46757122e+00 -3.96318609e-01  1.08604904e+00
  4.84526789e+00 -9.51275794e-01  5.82592150e-01  3.66583064e-01
 -1.92692473e+00  1.77488049e+00  1.57238053e-01  1.12131238e+00
 -3.89274619e+00  3.03730730e-02  7.05666385e-01 -6.79482698e-02
  1.78643522e+00  2.46957365e+00 -6.88535256e-01  1.00636994e+00
  2.09283862e+00 -4.37467344e-01 -1.17156776e+00  4.54828012e-01
 -6.48819777e-01  8.84021361e-01  1.27350488e-01 -1.37879410e+00
  1.25309427e+00  4.64342205e-01  3.15564084e-01  2.46058868e+00
  3.82815734e-01  2.32333695e-01 -8.84798934e-01 -9.24848056e-02
  1.88475051e+00  1.11088888e+00 -4.89674951e-01  1.06519101e+00
 -4.13038227e-01 -1.38978987e+00  5.34570980e-01 -8.04584114e-01
 -1.90369448e-01 -1.16564454e+00  4.65856009e-01  3.48975999e-01
  9.84217325e-01 -2.44187098e-01  2.32090358e+00  9.67571429e-01
  9.02534836e-01  7.90767124e-01]"
s3://p8-data-bastien/Test/Lemon/r_34_100.jpg,Lemon,"[  2.20146032 -10.82704498  -2.90691007   3.89624822   2.85990892
   2.80819993   0.22850952  -0.9690078    7.82409572  -1.91668242
  -1.18285967  -1.21023081  -0.40905335  -3.35946559  -1.53581339
  -7.8746492   -4.68786874   2.24065768  10.07874585  -2.13850887
   0.70548513   1.10178491  -0.43821137   5.54912581  -2.33052417
  -0.88583186   4.15780212  -4.34291732   0.21142287   0.5176781
  -0.06004232   2.74454653   0.49831459  -7.51559508   3.48727233
   0.4351884   -3.52114129   5.06023689   0.65859725  -2.24164191
   1.19597253  -8.51825654  -3.13693519   3.05915767   2.64613602
  -3.39846715  -2.21062597   4.75299923   0.9616824   -1.7986769
  -1.14609197   3.99410649   2.48696019  -1.17404889  -1.74460611
  -0.40277191   1.00529477  -2.78669252   1.08700739   0.11842377
   0.93067201   1.69174456  -1.04115716   1.07430969   2.5668005
   0.92834707  -1.01968636   0.48563209  -1.76082751   0.90463727
  -0.66707332  -1.006743     1.49621485  -1.20538081   0.55335365
   0.9024899    0.20491138  -0.42797019   1.50410245   0.22646674
  -0.83369588  -1.99318379  -0.69116661  -1.47603326  -0.23387224
  -2.01618109  -0.29200001  -0.11849291   0.23411428  -1.16650907
  -1.84215166  -0.47742732   0.82288982   1.45882205   0.96112586
  -0.38381456  -0.55284934   0.6176252   -2.17188145  -0.81466349
  -1.00647912  -1.43881798   1.4435251    0.12997707  -0.97673554
   0.42778376  -0.81851848   2.2250883   -1.46449291  -0.82382427
  -1.15343354   0.49629952   1.31600874   1.12662727  -1.36939087
   0.84466245  -0.17320506  -0.5902165    1.55332734   0.0846392
  -0.02756937  -1.57374776  -0.79307847  -0.20315336   0.04432751
   1.22088686]"
s3://p8-data-bastien/Test/Cherry 2/r2_286_100.jpg,Cherry 2,"[ 6.98298999e+00  1.85494919e+01  5.05636013e+00 -3.94482636e+00
  3.25272800e+00 -2.75276049e+00  9.09414221e-01 -2.39356426e-01
 -2.83651166e+00  5.75586060e+00  1.80671779e-01 -4.87236951e-02
  1.67515284e+00  4.35762404e+00 -3.50594922e+00 -1.22570444e+00
  6.32937227e+00 -1.05105510e+00  3.64450772e+00 -3.90802060e+00
 -4.44901248e+00  4.87030854e-01  4.83875154e+00 -3.25978373e+00
 -2.70665819e-03  7.76524923e+00  2.13960992e+00 -1.81505594e-01
  6.20228540e-01  1.62465702e+00  1.14697275e+00 -8.00353308e-02
 -2.01246632e+00 -2.25888936e+00  1.53129145e+00 -1.80795597e+00
 -1.70192859e+00 -1.48734826e+00  2.11508966e+00 -2.73395690e-01
  1.33813540e+00 -2.15360237e+00 -7.04445415e+00 -1.28505642e+00
 -1.46701945e+00 -6.69311251e-01 -2.31078267e+00 -8.49178899e-01
  2.90481326e-01 -1.35906253e+00  1.90277203e+00 -2.57400297e+00
 -2.39157321e+00 -2.33080710e+00  1.43117954e+00  1.59626656e+00
  3.13101450e+00  2.46339651e-01 -1.05462234e+00 -1.73726640e+00
 -4.22187932e+00 -2.33424933e+00 -1.45976441e-01 -2.26034642e+00
 -2.16553878e+00  1.65687349e-01 -1.59656654e+00 -1.67141425e+00
 -9.79371980e-01 -1.61953598e+00  2.18622917e-01  2.22810957e+00
 -1.07687269e+00 -4.47734725e-01  7.98171636e-01 -6.10459051e-01
 -3.13260766e+00 -3.77640393e+00  2.65386073e-01  7.43049449e-01
 -7.12622987e-01 -1.01481460e+00 -2.88612757e-01 -1.85956601e+00
 -6.86130758e-01  1.30668642e+00 -6.63305432e-01 -7.51533148e-01
  6.67315802e-01  4.71078620e-01 -7.78992535e-01 -2.25972154e-01
 -6.50902142e-01 -1.50859843e+00 -2.59020422e+00 -2.98962171e+00
 -2.09156228e+00 -2.82978533e-01  1.60128320e+00 -1.55043060e+00
  3.91590708e-01 -1.87987861e-01  4.41009969e+00  3.02407341e-01
 -1.17979570e-01  8.39006109e-01 -2.33896046e+00 -3.80061792e-01
 -2.51436229e-02 -8.69091673e-01  1.84375715e+00 -6.35347876e-01
  1.02679805e+00  1.69426603e+00 -1.00185132e+00 -2.50817447e+00
 -1.47291306e+00 -3.50159815e-01 -1.48269937e+00 -2.78190698e-01
  1.80336508e+00 -2.91682200e-01 -1.80520209e-01 -2.00699187e-01
 -1.51566353e-01 -6.52535366e-01]"
s3://p8-data-bastien/Test/Kumquats/r_1_100.jpg,Kumquats,"[ 5.18626375e+00 -3.78327332e+00  4.48973823e+00  7.77250772e+00
  1.50824715e+00  2.23632816e+00  5.48189558e+00 -6.24954887e+00
 -1.70541365e+00 -8.53760185e+00 -2.30755116e+00  2.74577017e+00
 -1.67459917e+00 -1.68102837e+00  2.07728383e+00 -1.35440648e+00
 -1.04692305e+00  4.43308918e+00 -2.16569550e+00  6.21420638e+00
 -3.44543174e+00  1.81665221e-01 -2.22695877e+00 -2.96082116e-01
 -3.09107515e-01  4.93087587e+00 -4.08574544e+00  3.72059473e+00
  1.71095785e-01  1.75008001e-01  1.07924062e+00 -1.18097814e-01
 -3.03985233e+00 -9.55307606e-02  7.03306297e-02  4.18404230e-01
  8.01364698e-01 -2.67576671e-01  2.56827205e+00 -3.06536989e+00
  2.64145318e-01 -2.12641354e+00  1.10990434e+00 -1.44792798e+00
  1.48563223e+00 -6.60015997e-01 -1.12591628e+00  5.26883539e-01
  1.15932325e+00 -1.81078647e-01 -2.60063969e-01 -8.34628652e-01
 -5.24831875e-01 -8.03369695e-01  1.35772812e+00 -9.34499778e-01
  2.46535640e-01  9.87499514e-01 -1.44291086e-01  2.03821063e+00
 -5.56428491e-01  7.30173084e-01  4.33864349e-01 -4.48480846e-01
  6.12514164e-01  3.81141113e-01 -4.73687786e-01  2.34567592e-01
 -9.73658980e-01  1.20500486e+00 -4.46178457e-01 -4.01486614e-01
  1.16149826e+00  7.58532987e-01  3.60769102e-01  1.75012466e+00
  2.00618368e-01 -1.18219698e+00  1.20865285e-01  1.11025579e-01
  8.39857197e-03  3.33723694e-01  1.05692850e+00  5.96303942e-01
  5.26656565e-01  1.11173267e+00  1.63989489e+00 -3.97730453e-01
 -4.03060375e-01 -2.23576990e-01 -2.96226677e-01 -1.56554594e+00
  6.99567176e-01 -1.34145606e-01 -4.52237986e-02  1.11814826e+00
 -3.92469389e-01 -4.46036823e-01 -6.89818027e-02  2.07504299e+00
  4.09108478e-01 -3.34091908e-01  5.67505801e-01  1.32923104e+00
  1.52247240e-01 -5.04692749e-01 -1.61767119e-01  8.94993970e-02
  3.54086927e-01 -1.13447391e-01  1.33651969e+00  3.89252060e-01
 -9.89399012e-01  3.14448871e-01 -7.96039322e-01  9.57089185e-01
 -2.25027100e-01  2.53071547e-01 -1.01942343e-01 -4.12027849e-01
  8.97591331e-01  5.60187117e-01 -3.38453238e-01 -1.04840698e-01
  7.59437450e-01 -1.37267208e-01]"
s3://p8-data-bastien/Test/Banana Red/242_100.jpg,Banana Red,"[-3.30031925e+01  1.13509086e+01 -5.15097391e+00  1.31101617e+00
 -4.65808567e-01 -6.34938023e+00  1.62964578e+01  3.47444903e+01
  7.29361296e+00 -1.13896699e+01  5.19456476e+00  1.89292358e+01
  8.87938454e+00 -5.92675095e-01  6.55426384e-01  9.52895727e+00
  4.89274748e+00  1.25426475e+00  3.66493342e+00  3.18597586e+00
  2.16200522e+00 -1.14588491e+00  9.78254964e-01  3.32535820e+00
 -8.90377093e-01  1.32597415e+00  3.07427940e+00 -3.12274793e-01
 -3.20779142e+00  9.83530586e-02  9.85401427e-01 -2.20972938e+00
  3.80645046e+00 -3.18851047e+00  1.30235053e+00  9.99637664e-01
  1.12603982e+00 -2.37425417e+00  3.22820364e+00 -1.79584083e+00
  5.66016352e+00  4.86358242e+00  2.60150878e+00 -6.54999360e-01
  4.30010981e+00  5.84813350e-01 -3.10170220e-02 -5.30496382e-01
  2.49596274e-01  2.71121366e+00 -4.26434084e+00 -1.61965485e+00
  3.30519441e+00  9.90684213e-01 -5.09494221e+00  2.16697968e+00
  3.56818898e-01 -6.21993009e+00 -5.49916986e+00 -1.75848019e+00
  1.61198677e+00  2.65540256e-01  5.33023522e+00 -8.04294309e+00
  6.11976938e-01 -3.96713392e+00 -4.31220829e+00  2.25861568e+00
 -2.35903284e+00 -9.04216987e+00 -1.49957899e+00 -4.52951954e+00
  4.91780439e+00 -1.10165431e+00  6.94477222e-01  1.68183669e+00
 -1.54814016e+00  6.53082059e-01 -1.38388018e-01 -6.42568358e-01
  1.53834292e-01  6.64117152e-01  1.22651686e+00  4.06511104e-01
  9.96229933e-01 -9.05682067e-01 -4.65665643e-01 -5.42255655e-02
 -2.34983915e+00  2.53168699e+00 -7.51821156e-01 -9.79658494e-02
  1.62461687e+00  8.33965097e-02  1.13276032e+00  1.81169424e+00
 -4.39027353e-01 -1.34629819e-02 -8.74643127e-01 -6.01030247e-01
  6.33498854e-01  3.20672445e-01  3.94515793e-01 -3.02440601e-01
  2.09366181e-01  1.37287210e+00 -5.62576631e-01 -3.30940486e-01
  2.89471977e-01  4.59367322e-02 -2.40091084e-01  3.77065920e-01
 -2.96984312e-01  1.63738097e-01  2.43614064e-01 -4.06260055e-01
 -2.64853331e-01 -1.05658237e-02 -1.71888752e-01 -4.05640070e-01
  5.39418499e-01 -7.79261419e-02  1.05780812e-01  3.39223832e-01
 -1.09016685e+00  4.56095708e-02]"
